id,timestamp,content,length
1467929230,Mon Apr 06 22:51:34 PDT 2009,@ddlovato @David_Henrie ummmmm i cant find it. ,47
1467953367,Mon Apr 06 22:58:30 PDT 2009,@ddlovato Do you hate us?? Please don't ,40
1469661950,Tue Apr 07 07:02:58 PDT 2009,@ddlovato Wish that i could see it..  Thats the downside of living in Sweden.. Good Luck anyway ,96
1469674492,Tue Apr 07 07:05:11 PDT 2009,"@ddlovato hey demi, wen are you and selena gonna do another video? i miss them ",79
1548280868,Fri Apr 17 20:31:31 PDT 2009,@ddlovato ahhhh i wish i could go to the dallas show...but i wont be near there then ,85
1548773731,Fri Apr 17 21:56:12 PDT 2009,@ddlovato I just saw your tour dates and now I am sad..You come to houston two days before I get home from vacation ,116
1551831910,Sat Apr 18 10:05:14 PDT 2009,"@ddlovato sonny with a chance in the UK, only 6 more days. I can't wait, but I'll miss it. I'm at the McFly concert  hmm .. I'll record it",138
1552024212,Sat Apr 18 10:35:16 PDT 2009,@ddlovato demii!! how is your stage going to be?? i dont know what kind of seats to look for when i buy them on tuesdayy ,121
1553173354,Sat Apr 18 13:33:51 PDT 2009,"@ddlovato hi demi, at which airport in Germany were you? If you were in Munich I missed you by like a day  if you'd answer that'll be grea",138
1553237653,Sat Apr 18 13:44:01 PDT 2009,@ddlovato awww. why. omg i really wana c ure new show but it is not out here ,77
1553241890,Sat Apr 18 13:44:43 PDT 2009,@ddlovato HEY DEMI WHY DO YOU NOT COME TO AUSTRIA??? ,53
1553242505,Sat Apr 18 13:44:49 PDT 2009,"@ddlovato WHYY??!! IS NOT MY FAULT!, MY PARENTS ARE BUSY FOR 1TH TIME!  I FEEL UPSET... (( (u)",94
1553273877,Sat Apr 18 13:49:52 PDT 2009,"@ddlovato Hi,How long are you in London? I have uni lectures during your show on Wednesday ",91
1553299270,Sat Apr 18 13:53:52 PDT 2009,@ddlovato do u even get to know me messages? ,45
1553299772,Sat Apr 18 13:53:57 PDT 2009,@ddlovato we'll miss you toooooooo  xoxo,40
1553300244,Sat Apr 18 13:54:01 PDT 2009,@ddlovato HEY DEMI WHY DO YOU NOT COME TO AUSTRIA???  AND YEAH I WISH YOU A GOOD FLIGHT ,88
1553302256,Sat Apr 18 13:54:19 PDT 2009,@ddlovato HEY DEMI WHY DO YOU NOT COME TO AUSTRIA???  AND YEAH I WISH YOU A GOOD FLIGHT ,88
1553701121,Sat Apr 18 14:58:48 PDT 2009,@ddlovato Ilove ou demi you are great ,38
1553884927,Sat Apr 18 15:28:39 PDT 2009,@ddlovato i wish you would reply to mee... ,43
1556627732,Sat Apr 18 23:37:32 PDT 2009,@ddlovato Wish you were coming to Toronto. ,43
1556679130,Sat Apr 18 23:50:45 PDT 2009,@ddlovato i wish i could see your concert. ,43
1557068390,Sun Apr 19 01:50:13 PDT 2009,@ddlovato I FRUCKIN' LUV U!!!!! &lt;3333   UR SO FUNNY ON UR SHOW!! xD i wish i can meet u in person !! ,104
1557146911,Sun Apr 19 02:16:55 PDT 2009,"@ddlovato Your in germany? i am too,baumholder.  i never seen a celebrity in concert .'cept Lil Jon.",100
1557268969,Sun Apr 19 03:02:34 PDT 2009,@ddlovato. Why do you hate me?  Lol,35
1557291180,Sun Apr 19 03:11:10 PDT 2009,@naomilovesyou you're not the only one who thinks @ddlovato should come to belgium ,83
1557340733,Sun Apr 19 03:30:30 PDT 2009,@kthxx ROFLLL isn't he dead? he might talk back. @ddlovato won't  demi I love you. lolll,88
1557380492,Sun Apr 19 03:45:37 PDT 2009,"@ddlovato I'm so angry that i cant come to youre concert, Demi!!!! ",67
1557457247,Sun Apr 19 04:13:59 PDT 2009,@ddlovato can't wait to travel  ,32
1557476717,Sun Apr 19 04:20:58 PDT 2009,@ddlovato I know how you feel... From america to europe is a nightmare!! ,73
1557520560,Sun Apr 19 04:36:36 PDT 2009,@ddlovato Are you in Madrid now? OMG! haha you are so tired  go to sleep and have fun in Spain!,95
1557521038,Sun Apr 19 04:36:48 PDT 2009,@ddlovato         Iï¿½m sad you was in Germany and i couldnï¿½t see you...,74
1557538005,Sun Apr 19 04:42:45 PDT 2009,@ddlovato - i dont get your jokee ,34
1557579462,Sun Apr 19 04:57:01 PDT 2009,@ddlovato why are u there? come to italy ,41
1557783059,Sun Apr 19 05:59:06 PDT 2009,@ddlovato what you've been in germany   where you have been ??  please please answer,84
1557974334,Sun Apr 19 06:47:42 PDT 2009,@ddlovato OMG i cant believe you actually pit stopped in GERMANY !! and i didnt know  awwww i wanna meet u !!!!!!! love you &lt;33,130
1558048762,Sun Apr 19 07:04:30 PDT 2009,@ddlovato  Hey! Demi? U still there?  ,38
1558468977,Sun Apr 19 08:28:18 PDT 2009,@ddlovato omg! I wish I could be there!  I can't wait to see u the 13.6 in Madrid! Love you!,92
1559602470,Sun Apr 19 11:34:17 PDT 2009,@ddlovato what a pity that I wont go in any of the show here in brazil ,71
1559609790,Sun Apr 19 11:35:24 PDT 2009,@ddlovato bad you're summer tour is not comming to Norway ,58
1559641585,Sun Apr 19 11:40:26 PDT 2009,"@ddlovato omg, that's Madrid! i wish i was there, i live far from that place  have fun here, demi! love you xxx",111
1559676767,Sun Apr 19 11:45:55 PDT 2009,@ddlovato http://twitpic.com/3lwfk - Welcome to Spain Demi!!I'm from Spain but not from Madrid. i would like to be in Madrid ,125
1563735005,Mon Apr 20 00:02:06 PDT 2009,@ddlovato have a great day Demi i have school  haha x,53
1564505869,Mon Apr 20 03:48:44 PDT 2009,"@ddlovato pleaseeee come to manchester, UK... with every band its always about London.. its difficult to keep traveling to London ",130
1564690283,Mon Apr 20 04:33:59 PDT 2009,@ddlovato they are just trying to scare you ,44
1565189369,Mon Apr 20 06:08:12 PDT 2009,"@Tommcfly @ddlovato @mileycyrus .. how do you get a rhythm to a song you write? I've written quite a few songs, but I can't do it  .. ilu",137
1572834303,Mon Apr 20 22:43:33 PDT 2009,@ddlovato Why the sad face?  Don't Worry. Be Happy! ,52
1572857063,Mon Apr 20 22:48:24 PDT 2009,"@ddlovato what happened, demi ? ",32
1572908111,Mon Apr 20 22:59:25 PDT 2009,@ddlovato i dunno demi  ignore them they are dumb they only know what others tell them to be true than to actually figure it out.urperfect,138
1572934032,Mon Apr 20 23:04:50 PDT 2009,"@ddlovato have fun in London shame I'm not gunna be there though, coz I'm in school!  id love to meet you too,so where abouts in london...",138
1572937087,Mon Apr 20 23:05:28 PDT 2009,@ddlovato I know right. I think I'm okay. But most of people think I'm fat  but I'm like 46KG and i'm 15. I just don't understand it.,133
1572954791,Mon Apr 20 23:09:26 PDT 2009,@ddlovato why you  for,22
1572957666,Mon Apr 20 23:10:03 PDT 2009,"... wondering why @ddlovato is sad  now im sad :,( iLove U Demi ...",67
1573000609,Mon Apr 20 23:19:53 PDT 2009,@ddlovato Why are you &quot;  &quot; ? :o,41
1573212663,Tue Apr 21 00:10:29 PDT 2009,@ddlovato  What's the matter?,29
1573525257,Tue Apr 21 01:34:56 PDT 2009,@ddlovato scary dream  just woke up from it.,44
1573683740,Tue Apr 21 02:20:56 PDT 2009,@ddlovato Enjoy it!  I miss it. ,32
1574020051,Tue Apr 21 03:55:20 PDT 2009,@ddlovato what?? you are in munich? do you have a show there? :O omg i want to see you !! munich is soo near to me  please reply (:,131
1574020282,Tue Apr 21 03:55:22 PDT 2009,"Wow! Im sooo tired  ... @ddlovato Demi, your tweets made me laugh so much! I freakin love Munich. I spent a whole week there last summer!",137
1675994791,Fri May 01 20:49:48 PDT 2009,@ddlovato Yay for elbow hi-fives! Swine flu has got me a little scared too ,75
1676194202,Fri May 01 21:20:56 PDT 2009,@ddlovato haha that pic u drew was AWESOME! I would be scared about the flu too  b careful! Stay healthy...I love ur music  Thx so much,135
1677111461,Sat May 02 00:30:29 PDT 2009,I just realized I am SOOOO pumped for @ddlovato concert like I don't think I can wait until july! ,98
1678563655,Sat May 02 07:05:48 PDT 2009,@ddlovato lol it's okay though it saves you in case she was mean ,65
1678575156,Sat May 02 07:07:50 PDT 2009,@ddlovato Demzz Please come to Monterrey With The Jonas Brothers ,65
1678625570,Sat May 02 07:16:36 PDT 2009,27 days til Jonas Brothers 3D and Nickelback! @ddlovato demi gosh you HAVE to do a tour in the UK. like seriously! London is too far away ,138
1678654868,Sat May 02 07:21:38 PDT 2009,@ddlovato i don't agree  like to hear u singing 'lo que soy' haha,65
1678679379,Sat May 02 07:25:45 PDT 2009,@ddlovato I don't know spanish enough to say who's good and who's not. ,71
1678688638,Sat May 02 07:27:20 PDT 2009,"@ddlovato Sadly, I'd probably be so excited if I saw you I'd walk right by you as well ",87
1678691861,Sat May 02 07:27:53 PDT 2009,I think I'm gonna start replying @ddlovato that she is ungrateful apparently she only replies to those ,103
1678750675,Sat May 02 07:37:20 PDT 2009,"@ddlovato  Hey Demi! How are you ? It's Emma. I see,your Facebook got deleted ",78
1678865555,Sat May 02 07:55:55 PDT 2009,@ddlovato demi you just made me so hungry for taco bell hah and its only 10 in the morning ,91
1678963226,Sat May 02 08:11:12 PDT 2009,@ddlovato why do you not answer to your fan ? ,46
1678999119,Sat May 02 08:16:51 PDT 2009,Aaah I just heard @ddlovato 'La La Land' on the radio for the 1st time yay!! I know I'm twittering too much but I'm bored ,122
1679032031,Sat May 02 08:21:57 PDT 2009,"@ddlovato winona'a hometown is about 30 minutes from where i liv, but i've never sen her ",89
1680703399,Sat May 02 12:17:58 PDT 2009,@ddlovato R u doin the brimingham(uk) concert with the jb ? cuz i wana cum c u in concert so bad but u ent doin concerts in the uk ,131
1686011054,Sun May 03 03:16:34 PDT 2009,@ddlovato I was cyber-bullied the other week..... did u ever get that? it wasn't nice that's for sure ,102
1686048587,Sun May 03 03:29:15 PDT 2009,@ddlovato demii your amazingggg! what happend to your facebook?  mwaa take careeeee &amp; keep inspiringgg me  lovee youuuuuu mwaa xx,133
1686281167,Sun May 03 04:42:02 PDT 2009,shorting out music for bbq unfortunately my family dont appreciate the music of @mileycyrus @ddlovato and @Jonasbrothers  oh well =] xo,135
1686984363,Sun May 03 07:25:02 PDT 2009,@ddlovato girl you are sooo lucky...i would do anything to be there ..and id do anything to be at your show this summer in fl ,126
1687040067,Sun May 03 07:35:08 PDT 2009,@ddlovato bozle? what is this? i dont understand ,49
1687277208,Sun May 03 08:15:39 PDT 2009,@ddlovato good luck tonight!!! I wish I was going ,50
1687310420,Sun May 03 08:21:07 PDT 2009,"@ddlovato you're so lucky, i wanted to go so badly but i couldn't ",66
1687657938,Sun May 03 09:15:55 PDT 2009,@ddlovato hey I'm in the crowd for honor and your under an umbrella  hahah lucky.,81
1688852242,Sun May 03 12:04:00 PDT 2009,@ddlovato who all did you see at bamboozle? sometimes I wish I lived up somewhere by jersy so I could go to bamboozle!  lol( im frm texas),138
1689010245,Sun May 03 12:25:07 PDT 2009,@ddlovato Have you ever had a moment where you fel that everyone is too muchh of a grown up for you? i am   no one won't play with me..,135
1692846315,Sun May 03 20:55:33 PDT 2009,i just missed swac for the third week in a roww! im sorry demi  @ddlovato,73
1693678383,Sun May 03 23:22:28 PDT 2009,http://twitpic.com/4j6zx - @JohnBernos and I WISHING we were at BAMBOOZLE watching our girl @ddlovato and the rest of the homies ,129
1694704210,Mon May 04 03:47:34 PDT 2009,@ddlovato wow you rocked so much!!!! i wasnt there  but ive seen you on youtube and wow keep rockin' and rollin' xoxo,117
1694989799,Mon May 04 04:50:49 PDT 2009,have loose my faith in celebrities replies  Example:@jonasbrothers @selenagomez @taylorswift13 @dannitapaola @ItsChelseaStaub @ddlovato,135
1696132153,Mon May 04 07:40:34 PDT 2009,"@ddlovato go fangirl over guys your age, please and thank you, we DO NOT appreciate it ",87
1750994971,Sat May 09 18:25:02 PDT 2009,@ddlovato oh I'm so happy that u r back! I missed you so much ,62
1751034759,Sat May 09 18:30:42 PDT 2009,"@ddlovato 0h yaaay Y0u're back ! , I g0t w0rried f0r y0u because 0f these stupid rum0rs. ..   I saw 0n Y0uTube, y0ur Bamb0oZzle !Extra;)",136
1751848336,Sat May 09 20:25:30 PDT 2009,"@ddlovato Awwh Demi  Sorry To Hear You Miss Sel, But Soo Glad To Welcome You Back To Twitter  Come To Australia ? Love You&amp;God Bless,xo",139
1752348487,Sat May 09 21:40:49 PDT 2009,@ddlovato http://twitpic.com/4vtlm - I wish I had a dog! She's so adorable ,75
1752769986,Sat May 09 22:55:57 PDT 2009,@ddlovato i missed demi's tweets more  haha x) jk..... i miss my mom ,69
1753532619,Sun May 10 02:06:55 PDT 2009,@ddlovato i miss bob the bear ,30
1754209973,Sun May 10 05:25:37 PDT 2009,"@ddlovato http://twitpic.com/3ez15 - i you hate in this picture,you're soo tan,it makes you look older ",103
1755569338,Sun May 10 09:28:32 PDT 2009,@ddlovato hey demi heyy! i love you &amp; u rock! i wish i could meet you ,74
1759121631,Sun May 10 18:30:36 PDT 2009,@ddlovato jealous  i wish i was still growing. i'm stuck at 5'3&quot; for the rest of my life,93
1759275940,Sun May 10 18:51:25 PDT 2009,"@ddlovato congrats on growing!! ur catching up with me-i'm 5'8''! i wish i could go to ur show, but we spent so much money to see JB!! ",135
1791921209,Wed May 13 21:32:15 PDT 2009,"@ddlovato sorry for my TERRIBLE writing in the last post, but the 140 limit ",76
1793280314,Thu May 14 02:04:41 PDT 2009,@ddlovato  hey demi.. how's it goin? could you please greet me here.. my friends won't believe that you are the real demi.. ,124
1793569948,Thu May 14 03:11:49 PDT 2009,"@ddlovato hey, how are u? the last days of school are coming up.  then the exams :S and then summer ",100
1822454819,Sat May 16 19:37:01 PDT 2009,@ddlovato awesome demi!too bad i can't see what it looks like ,62
1822461556,Sat May 16 19:37:57 PDT 2009,@ddlovato oh that is such a sad movie! ,39
1822492219,Sat May 16 19:42:04 PDT 2009,"@ddlovato I be scared of this movie, well not much but have ",60
1822606903,Sat May 16 19:58:11 PDT 2009,@ddlovato You are the moonlight of my life every night(8)... la la la la... Green Day...  I wish speak enlgish perfectly,120
1822613209,Sat May 16 19:59:04 PDT 2009,@ddlovato tweeted @nicksantino saying she loved him. I have no chance now ,74
1822685348,Sat May 16 20:08:53 PDT 2009,"@ddlovato Edward Scissorhands good movie, a little freaky, and sad ",67
1823569150,Sat May 16 22:19:46 PDT 2009,Why am I not recieving any updates from @ddlovato ? ,52
1823867517,Sat May 16 23:14:42 PDT 2009,@ddlovato: dont cry demi! I would be exactly the same way. I dont think i would be able to handle it ,101
1823871212,Sat May 16 23:15:23 PDT 2009,@ddlovato Don't cryyyy  Think about other stuff. Like how happy you'll make people be. We are the one's who should cry. I'm sure I'll cry.,138
1823894496,Sat May 16 23:20:04 PDT 2009,@ddlovato hi!! i wish u cud reply ,34
1823921194,Sat May 16 23:25:28 PDT 2009,"@ddlovato  Have fun in South America, though! Go visit Tegucigalpa! lol jk That's the only S.American place I remember from Spanish class.",138
1823964455,Sat May 16 23:34:14 PDT 2009,@ddlovato where you heading? ,29
1824041570,Sat May 16 23:50:15 PDT 2009,@ddlovato aww demi. you were supposed to come to monterrey.  now i'll go to one of your concerts at USA cause you aint coming  ILY,130
1824054947,Sat May 16 23:53:05 PDT 2009,@ddlovato i cant wait till you come to argentinaaa. i hope i can go to the concert ,83
1824364591,Sun May 17 01:04:07 PDT 2009,@ddlovato how do u know who is real and who is fake on here? Kinda frustrating ,79
1824556291,Sun May 17 01:54:05 PDT 2009,listening to @ddlovato album to make everything better. makes me cry more lol cause one of the songs was our songs and now were not bff ,136
1825881106,Sun May 17 07:06:46 PDT 2009,i couldnt live without @ddlovato i am gonna miss her so much!!!! come back soon  i need my friendyyy!,101
1826135996,Sun May 17 07:46:55 PDT 2009,i heard screams downstairs maybe @ddlovato or  @Jonasbrothers or @ mileycyrus ARE HERE oh wait none of them are in the country  darnn,133
1827141734,Sun May 17 10:04:51 PDT 2009,@ddlovato me and the states miss you already!! &lt;3 ,53
1827694578,Sun May 17 11:15:06 PDT 2009,@ddlovato do u and selena talk alot anymore? it doesnt seem like it ,68
1833447848,Sun May 17 23:19:02 PDT 2009,"@ddlovato You wanna sleep? xD in Lima 12:49AM here, in venezuela 1:45  i Just wanna be with You!",96
1833499344,Sun May 17 23:29:03 PDT 2009,@ddlovato love you demi! ur so lucky u graduated.. i have exams for like 4weeks starting 2day ,94
1833689520,Mon May 18 00:07:02 PDT 2009,"@ddlovato I hate change.  unfortunatly, we can't do anything about it....",73
1833701256,Mon May 18 00:09:32 PDT 2009,@ddlovato so true. and it really hurts when things changed for the worst. ,74
1833716575,Mon May 18 00:12:35 PDT 2009,"@ddlovato i know just how you feel...  sometimes it hard too move on, but its for the best.",91
1833723692,Mon May 18 00:14:04 PDT 2009,"@ddlovato aw, are you alright? ",31
1833736002,Mon May 18 00:16:35 PDT 2009,@ddlovato yea. is there a problem Demi? ,40
1833743630,Mon May 18 00:18:14 PDT 2009,"@ddlovato It's a very sad realization sometimes, but it's very true. It just sucks when a person you care about changes for the worse ",134
1833750457,Mon May 18 00:19:44 PDT 2009,@ddlovato PLS REPLY BACK ,25
1833839921,Mon May 18 00:38:37 PDT 2009,@ddlovato but what happens when the friend that you needed is moving across country and the summer was the only time you had to sed her? ,137
1833853073,Mon May 18 00:41:27 PDT 2009,why won't @ddlovato talk to me? ,32
1833862997,Mon May 18 00:43:41 PDT 2009,"@ddlovato why dont u write then to us ?  I writing u everyday till i got twitter from,and nothing :/ love u demiii.xx",117
1833911385,Mon May 18 00:54:43 PDT 2009,@ddlovato ironicly that is very true..i'm sry that the one who told you that is doing this to you   but you are strong know that!,129
1833912116,Mon May 18 00:54:53 PDT 2009,@ddlovato why do others have to leave? if they are real friends why do they forget? ,84
1833916322,Mon May 18 00:55:51 PDT 2009,@ddlovato Awwww. Demi I hope no one is making you feel terrible now. ,69
1833925164,Mon May 18 00:57:52 PDT 2009,"@helenaanneh  that like almost made me cry, i've always got your back helena and i WILL get @ddlovato to reply to you i promise, i love u",137
1833943363,Mon May 18 01:01:50 PDT 2009,@ddlovato this has been a stressfull month for me to think how to get you reply me.you did to your other fans but me.how sad ,125
1833947441,Mon May 18 01:02:42 PDT 2009,@helenaanneh  i cannot thankyou enough for everything you have helped me through @ddlovato needs to know how incredible you are i love you,138
1834009827,Mon May 18 01:16:53 PDT 2009,"@ddlovato =O why do u say that ?? u'r such an amazing person, never doubt it !  ",80
1834079803,Mon May 18 01:33:02 PDT 2009,"Soooo sleepy.  I'm going to bed. Nightttt @BREEawNUHH, oh &amp; @ddlovato, who never replies to me. :'(",103
1834203048,Mon May 18 02:01:32 PDT 2009,"@ddlovato   Really hope you come back to the UK soon Demi, didn't get a chance to see any of your appearances ",110
1834388635,Mon May 18 02:44:43 PDT 2009,"@ddlovato your so lucky to feel that way, I simply cannot there's just too much I want to do in my life and I know they'll never be done ",137
1834642323,Mon May 18 03:42:14 PDT 2009,"@ddlovato &quot;and my best friends, you know who you are&quot; that's the bad, I know that I can't be one of that best friends  anyway I love you;)",148
1834710509,Mon May 18 03:56:46 PDT 2009,@ddlovato You're great Demi.  My only regret is that I am out of town when you come to Orlando ,95
1834875050,Mon May 18 04:28:53 PDT 2009,@ddlovato idk if your going through the same thing but the day before my 13bday my friend told me that i changed and now i am lonely ,133
1932346148,Tue May 26 21:17:08 PDT 2009,How come @selenagomez and @ddlovato arnt going on tour together? that makes me sad not seeing them together ,108
1932463021,Tue May 26 21:31:02 PDT 2009,@ddlovato What's that on your hand? Oh my number *lame  *,57
1955768877,Thu May 28 20:35:41 PDT 2009,"@ddlovato the album is going to be phenomenal, i just know it. too bad your not coming to canada on your tour though ",117
1955826777,Thu May 28 20:41:24 PDT 2009,@ddlovato SUSPENSE NOOOO  PLEASE DEMI PLEASE :'D,48
1955830970,Thu May 28 20:41:50 PDT 2009,@ddlovato DEMI!!!!! I JUST TOLD YOU NOT TOOOOO  gah!!!!!!!!!!,61
1955834806,Thu May 28 20:42:14 PDT 2009,@ddlovato that's mean ,22
1955835977,Thu May 28 20:42:22 PDT 2009,@ddlovato demi!!! NOOOOOOOO. how long is the suspense gonna go?! i don't think i can take it... ,96
1955841811,Thu May 28 20:42:59 PDT 2009,@ddlovato doonnttt doo thiss to usss  we are just helpless stupid fanssss ,74
1955851957,Thu May 28 20:44:07 PDT 2009,@ddlovato if i die tomorrow? i will never know the date of the song  love ya ;),79
1955862504,Thu May 28 20:45:12 PDT 2009,@ddlovato THAT NOT FAIR! i was already exited buuuh ,52
1955865840,Thu May 28 20:45:33 PDT 2009,@ddlovato it really sucks when somone doesnt reply to you ,58
1955876359,Thu May 28 20:46:41 PDT 2009,@ddlovato demi you're killing us! please dont do that  haha,59
1955879988,Thu May 28 20:47:05 PDT 2009,@ddlovato DEMIIII YOUR BEST FRIEND SPENT LIKE 3 MONTHS HERE AND YOU DONT EVEN COME?  THIS SUCKS! COME TO VANCOUVER!!!,117
1955884651,Thu May 28 20:47:35 PDT 2009,"@ddlovato Demi will you please tell us.....The wait is killing me! For everything! The Music, Tour! URG......Please ",116
